"date","rconm_1","rconm_2","rconm_3","rconm_r","rcongm_1","rcongm_2","rcongm_3","rcongm_r","rcondm_1","rcondm_2","rcondm_3","rcondm_r","rconndm_1","rconndm_2","rconndm_3","rconndm_r","rconsm_1","rconsm_2","rconsm_3","rconsm_r","rconshhm_1","rconshhm_2","rconshhm_3","rconshhm_r","rconsnpm_1","rconsnpm_2","rconsnpm_3","rconsnpm_r","rconhhm_1","rconhhm_2","rconhhm_3","rconhhm_r","ncongm_1","ncongm_2","ncongm_3","ncongm_r","nconshhm_1","nconshhm_2","nconshhm_3","nconshhm_r","nconsnpm_1","nconsnpm_2","nconsnpm_3","nconsnpm_r","nconhhm_1","nconhhm_2","nconhhm_3","nconhhm_r","pcongm_1","pcongm_2","pcongm_3","pcongm_r","pconshhm_1","pconshhm_2","pconshhm_3","pconshhm_r","pconsnpm_1","pconsnpm_2","pconsnpm_3","pconsnpm_r","pconhhm_1","pconhhm_2","pconhhm_3","pconhhm_r","pcpi_1","pcpi_2","pcpi_3","pcpi_r","pcpix_1","pcpix_2","pcpix_3","pcpix_r","pppi_1","pppi_2","pppi_3","pppi_r","pppix_1","pppix_2","pppix_3","pppix_r","employ_level_1","employ_level_2","employ_level_3","employ_level_r","employ_pct_chg_1","employ_pct_chg_2","employ_pct_chg_3","employ_pct_chg_r","h_1","h_2","h_3","h_r","hg_1","hg_2","hg_3","hg_r","hs_1","hs_2","hs_3","hs_r","ipt_1","ipt_2","ipt_3","ipt_r","ipm_1","ipm_2","ipm_3","ipm_r","cut_1","cut_2","cut_3","cut_r","cum_1","cum_2","cum_3","cum_r","hstarts_1","hstarts_2","hstarts_3","hstarts_r"
"1965:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,78,83,263,2.4432,1.5555,1.6559,5.3014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6771,0.8354,1.6771,7.5914,1.6597,0,2.499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,111,135,262,2.5204,2.2172,2.7053,5.2575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.785,-11.0336,-8.762,3.709,-11.6705,-10.919,-7.1515,3.9404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,219,245,229,4.4915,4.4123,4.9478,4.5617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1528,8.6967,11.4294,11.4714,3.3705,7.7024,9.4794,12.2099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,429,471,277,5.9212,8.7734,9.6692,5.5207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5342,13.1642,11.2971,3.6637,10.3213,13.9426,13.9023,3.8893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,393,412,326,7.4095,7.9474,8.3459,6.4958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6961,18.6382,20.5698,15.3567,19.3851,19.3285,21.261,20.8017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,262,264,207,4.8774,5.2005,5.2411,4.0594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9186,11.9017,11.0104,15.163,12.638,12.6292,13.521,11.8486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,340,353,267,5.0972,6.7662,7.033,5.2461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0269,11.7932,11.7767,7.2477,11.622,14.2583,12.4718,7.6887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,380,417,396,6.3416,7.5449,8.3067,7.8354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5588,11.6623,11.6381,18.906,9.7686,9.7686,12.3268,15.8112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,17,245,0.1146,0.2865,0.3247,4.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1828,2.3738,2.3722,0,8.0173,5.5341,6.3472,7.5437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,125,115,275,3.2116,2.4096,2.2149,5.3279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7885,10.6354,11.4871,14.6546,6.3179,10.4433,7.943,11.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,446,466,399,6.3428,8.8267,9.168,7.7794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3724,8.0119,10.5278,3.4529,6.2603,7.8908,10.3601,3.6526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,106,89,190,2.8719,2.0062,1.682,3.6149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4573,7.1235,5.5014,6.9943,10.2986,6.2117,3.0629,7.4042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,124,127,206,4.0037,2.3473,2.4047,3.9129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0814,8.7278,7.9064,0,7.7783,8.6083,6.9898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,-40,-31,136,-0.28,-0.7451,-0.5779,2.5595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7554,-0.7559,-1.5085,14.3484,0,0,0,11.2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,260,298,211,3.6508,4.9721,5.7174,3.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8618,6.2562,8.699,6.8742,3.8079,7.7582,11.0203,11.1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,352,357,165,5.1659,6.7527,6.8516,3.0961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2464,-1.5009,-2.2422,-6.432,-2.2119,-2.9338,-4.3682,-10.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,258,253,180,4.6892,4.882,4.7854,3.3732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7592,2.2936,3.0688,3.3847,0,2.2605,2.2591,3.5871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,296,305,208,5.2674,5.5969,5.7715,3.8962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.2959,-7.2915,-5.8734,3.3752,-8.5762,-7.8834,-7.8834,3.5764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,82,116,22,2.2814,1.5154,2.15,0.4044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.8336,-14.8162,-12.1668,-12.4828,-15.9311,-15.29,-12.6878,-13.1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,16,103,101,0.4224,0.2935,1.9035,1.8682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3307,0,0,-6.5017,2.3024,0,-2.9867,-3.4931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,-121,-124,-64,1.8099,-2.1911,-2.2449,-1.1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.7696,-3.0262,-1.5238,10.5945,-5.1792,-2.2534,-0.7564,7.3588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44,-64,-48,154,-0.8034,-1.1667,-0.8762,2.8596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.7791,-5.2471,-5.972,-9.5796,-2.9998,-5.9096,-8.0321,-6.8544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,259,264,130,2.8432,4.8551,4.9346,2.4034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2907,-1.5325,-0.7685,0,-3.7507,-3.7531,-2.2662,-3.5033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,44,36,138,3.6211,0.8041,0.6575,2.5479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0066,9.6638,7.9959,-3.3192,7.1188,7.9221,5.4871,-3.5135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,277,251,255,5.655,5.1591,4.6647,4.7444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4224,10.4363,12.9735,26.4045,11.1741,12.0386,15.4659,23.7414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116,-143,-135,21,-2.0821,-2.562,-2.4202,0.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.829,-10.803,-9.4329,0,-11.4223,-10.7195,-10.045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,176,188,61,2.1651,3.2446,3.4693,1.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.7625,-3.0186,-1.5199,10.4108,-2.996,-0.7569,0,11.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,686,675,478,9.0128,13.1598,12.9368,9.0136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8778,22.7689,21.8016,17.7352,24.4076,23.4497,21.591,23.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,192,208,197,3.6269,3.4979,3.7944,3.6022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7701,18.7446,20.518,13.7728,22.1032,23.0018,22.9705,14.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,20,11,-96,0.6456,0.3581,0.1968,-1.7084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.3603,-5.7676,-5.7676,-3.1618,-5.0124,-6.394,-9.7764,-3.3377,NA,NA,NA,NA,NA,NA,NA,NA,1445,1453,1456,1380
"1968:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,575,575,411,10.2454,10.7757,10.7757,7.6378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747,2.2563,5.3372,6.6275,-1.4625,2.2366,6.0626,3.4529,NA,NA,NA,NA,NA,NA,NA,NA,1566,1529,1537,1520
"1968:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,101,56,80,2.5639,1.8047,0.9986,1.4376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5504,6.0934,7.6641,3.2474,4.5105,5.2603,6.0284,3.443,NA,NA,NA,NA,NA,NA,NA,NA,1476,1500,1511,1466
"1968:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,128,99,261,1.928,2.2941,1.7701,4.7547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3.6195,-3.6195,3.2386,0,-4.9915,-6.3676,0,NA,NA,NA,NA,NA,NA,NA,NA,1620,1586,1591,1554
"1968:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,37,96,0.0708,0.4615,0.6573,1.7186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2305,12.4767,12.4767,13.502,9.9571,16.528,15.6874,18.2741,NA,NA,NA,NA,NA,NA,NA,NA,1331,1345,1364,1408
